MemId,Name,Family,Region,ImageUrl,IsClarified,EditTime
11069,رضا حاجی پور,,آمل,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11069,False,2023-11-05T16:46:56.009082
11070,حسینعلی حاجی دلیگانی,,شاهین شهر، میمه و برخوار,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11070,False,2023-11-05T16:46:56.009082
11071,انور حبیب زاده بوکانی,,بوکان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11071,False,2023-11-05T16:46:56.009082
11072,علی حدادی,,ساوجبلاغ، نظرآباد و طالقان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11072,False,2023-11-05T16:46:56.009082
11073,شهباز حسن پوربیگلری,,سیرجان و بردسیر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11073,False,2023-11-05T16:46:56.009082
11074,فریدون حسنوند,,اندیمشک,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11074,False,2023-11-05T16:46:56.009082
11075,امان اله حسین پور,,اسفراین,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11075,False,2023-11-05T16:46:56.009082
11076,کمال حسین پور,,پیرانشهر و سردشت,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11076,False,2023-11-05T16:46:56.009082
11077,حسین حسین زاده,,لارستان، خنج، گراش و اوز,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11077,False,2023-11-05T16:46:56.009082
11078,محمدحسین حسین زاده بحرینی,,مشهد و کلات,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11078,False,2023-11-05T16:46:56.009082
11079,اسماعیل حسین زهی,,خاش، میرجاوه، کورین و نصرت آباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11079,False,2023-11-05T16:46:56.009082
11080,سیدالبرز حسینی,,خدابنده,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11080,False,2023-11-05T16:46:56.009082
11081,سیدشمس الدین حسینی,,تنکابن، رامسر و عباس آباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11081,False,2023-11-05T16:46:56.009082
11082,سیدکریم حسینی,,اهواز، باوی، حمیدیه و کارون,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11082,False,2023-11-05T16:46:56.009082
11290,سیدمرتضی حسینی میانه,,میانه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11290,False,2023-11-05T16:46:56.009082
11083,سیدجواد حسینی کیا,,سنقر و کلیایی,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11083,False,2023-11-05T16:46:56.009082
11291,سیدناصر حسینی‌پور گچساران,,گچساران و باشت,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11291,False,2023-11-05T16:46:56.009082
11084,روح الله حضرت پورطلاتپه,,ارومیه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11084,False,2023-11-05T16:46:56.009082
11085,حسین حق وردی,,شهریار، قدس و ملارد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11085,False,2023-11-05T16:46:56.009082
11086,قدرت الله حمزه شلمزاری,,اردل، فارسان، کوهرنگ و کیار,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11086,False,2023-11-05T16:46:56.009082
11087,شهریار حیدری,,قصرشیرین، سرپل ذهاب و گیلانغرب,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11087,False,2023-11-05T16:46:56.009082
11089,سید مسعود خاتمی,,گلپایگان و خوانسار,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11089,False,2023-11-05T16:46:56.009082
11088,سیدمرتضی خاتمی,,ماهنشان و ایجرود,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11088,False,2023-11-05T16:46:56.009082
11090,سیداحسان خاندوزی (مستعفی),,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11090,False,2023-11-05T16:46:56.009082
11091,علی اصغر خانی,,شاهرود و میامی,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11091,False,2023-11-05T16:46:56.009082
11092,محمد خدابخشی,,الیگودرز,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11092,False,2023-11-05T16:46:56.009082
11093,حسین خسروی اسفزار,,بیرجند، درمیان و خوسف,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11093,False,2023-11-05T16:46:56.009082
11094,علی خضریان,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11094,False,2023-11-05T16:46:56.009082
11095,یوسف داودی,,سراب,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11095,False,2023-11-05T16:46:56.009082
11096,عبدالناصر درخشان,,ایرانشهر،سرباز، دلگان، فنوج ، بمپور، بخشهاي بنت، لاشار، آشار و آهوران,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11096,False,2023-11-05T16:46:56.009082
11097,محمدرضا دشتی اردکانی,,اردکان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11097,False,2023-11-05T16:46:56.009082
11098,سیدکاظم دلخوش اباتری,,صومعه‌سرا,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11098,False,2023-11-05T16:46:56.009082
11099,احمد دنیامالی,,بندرانزلی,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11099,False,2023-11-05T16:46:56.009082
11100,الهویردی دهقانی,,ورزقان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11100,False,2023-11-05T16:46:56.009082
11101,حبیب الله دهمرده,,زابل، زهک، هیرمند، نیمروز و هامون,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11101,False,2023-11-05T16:46:56.009082
11102,سیدمحسن دهنوی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11102,False,2023-11-05T16:46:56.009082
11103,سیدسلمان ذاکر,,ارومیه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11103,False,2023-11-05T16:46:56.009082
11104,مجتبی ذوالنوری,,قم,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11104,False,2023-11-05T16:46:56.009082
11105,حسین رئیسی,,میناب، رودان، جاسک، سیریک و بشاگرد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11105,False,2023-11-05T16:46:56.009082
11106,جعفر راستی,,شبستر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11106,False,2023-11-05T16:46:56.009082
11107,احمد راستینه هفشجانی,,شهرکرد، بن و سامان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11107,False,2023-11-05T16:46:56.009082
11282,حسین رجایی,,لنجان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11282,False,2023-11-05T16:46:56.009082
11108,رجب رحمانی,,تاکستان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11108,False,2023-11-05T16:46:56.009082
11109,فاطمه رحمانی,,مشهد و کلات,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11109,False,2023-11-05T16:46:56.009082
11110,بهزاد رحیمی,,سقز و بانه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11110,False,2023-11-05T16:46:56.009082
11111,جلیل رحیمی جهان آبادی,,تربت‌جام، تایباد، باخرز و صالح آباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11111,False,2023-11-05T16:46:56.009082
11112,عبدالعلی رحیمی مظفری,,سروستان، کوار و خرامه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11112,False,2023-11-05T16:46:56.009082
11113,حسن رزمیان مقدم,,درگز,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11113,False,2023-11-05T16:46:56.009082
11114,سیداحمد رسولی نژاد,,دماوند و فیروزکوه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11114,False,2023-11-05T16:46:56.009082
11115,محمد رشیدی,,کرمانشاه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11115,False,2023-11-05T16:46:56.009082
11116,جلال رشیدی کوچی,,مرودشت، پاسارگاد و ارسنجان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11116,False,2023-11-05T16:46:56.009082
11117,ابراهیم رضائی,,دشتستان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11117,False,2023-11-05T16:46:56.009082
11118,علی رضائی,,کنگاور، صحنه و هرسین,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11118,False,2023-11-05T16:46:56.009082
11119,محمدرضا رضائی کوچی,,جهرم و خفر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11119,False,2023-11-05T16:46:56.009082
11120,مصطفی رضاحسینی قطب آبادی,,شهر بابک,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11120,False,2023-11-05T16:46:56.009082
11121,مجتبی رضاخواه,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11121,False,2023-11-05T16:46:56.009082
11122,یعقوب رضازاده,,سلماس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11122,False,2023-11-05T16:46:56.009082
11123,غلامحسین رضوانی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11123,False,2023-11-05T16:46:56.009082
11124,سمیه رفیعی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11124,False,2023-11-05T16:46:56.009082
11125,عبدالحسین روح الامینی نجف آبادی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11125,False,2023-11-05T16:46:56.009082
11126,مهدی روشنفکر,,بویراحمد و دنا,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11126,False,2023-11-05T16:46:56.009082
11127,رحیم زارع,,آباده، بوانات، خرم بید و سرچهان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11127,False,2023-11-05T16:46:56.009082
11128,منصورعلی زارعی کیاپی,,ساری و میاندورود,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11128,False,2023-11-05T16:46:56.009082
11130,محمدمهدی زاهدی,,کرمان و راور,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11130,False,2023-11-05T16:46:56.009082
11129,علی رضا زاکانی (مستعفی),,قم,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11129,False,2023-11-05T16:46:56.009082
11131,آرش زره تن لهونی,,اورامانات,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11131,False,2023-11-05T16:46:56.009082
11132,علی زنجانی حسنلوئی,,نقده و اشنویه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11132,False,2023-11-05T16:46:56.009082
11283,علیرضا زندیان,,بیجار,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11283,False,2023-11-05T16:46:56.009082
11133,محسن زنگنه,,تربت حیدریه، مه ولات و زاوه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11133,False,2023-11-05T16:46:56.009082
11134,سیدجواد ساداتی نژاد (مستعفی),,کاشان و آران بیدگل,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11134,False,2023-11-05T16:46:56.009082
11135,قاسم ساعدی,,دشت آزادگان و هویزه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11135,False,2023-11-05T16:46:56.009082
11136,همایون سامه یح نجف آبادی,,کلیمیان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11136,False,2023-11-05T16:46:56.009082
11137,محمد سبزی,,ساوه و زرندیه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11137,False,2023-11-05T16:46:56.009082
11138,محمد سرگزی,,زابل، زهک، هیرمند، نیمروز و هامون,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11138,False,2023-11-05T16:46:56.009082
11139,کیومرث سرمدی واله,,اسدآباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11139,False,2023-11-05T16:46:56.009082
11140,مهدی سعادتی بیشه سری,,بابل,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11140,False,2023-11-05T16:46:56.009082
11141,معین الدین سعیدی,,چابهار، نیک شهر، کنارك و قصرقند,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11141,False,2023-11-05T16:46:56.009082
11284,اصغر سلیمی,,سمیرم,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11284,False,2023-11-05T16:46:56.009082
11142,علیرضا سلیمی,,محلات و دلیجان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11142,False,2023-11-05T16:46:56.009082
11143,رمضانعلی سنگدوینی,,گرگان و آق‌قلا,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11143,False,2023-11-05T16:46:56.009082
11144,لطف اله سیاه کلی,,قزوین، آبیک و البرز,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11144,False,2023-11-05T16:46:56.009082
11145,امانقلیچ شادمهر,,گنبد کاووس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11145,False,2023-11-05T16:46:56.009082
11147,آرا شاوردیان,,مسیحیان ارمنی شمال ایران,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11147,False,2023-11-05T16:46:56.009082
11146,اقبال شاکری,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11146,False,2023-11-05T16:46:56.009082
11148,حسن شجاعی علی آبادی,,ابهر،خرمدره و سلطانیه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11148,False,2023-11-05T16:46:56.009082
11149,غلام رضا شریعتی اندراتی,,بهشهر، نکا و گلوگاه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11149,False,2023-11-05T16:46:56.009082
11151,مالک شریعتی نیاسر,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11151,False,2023-11-05T16:46:56.009082
11150,عفت شریعتی کوهبنانی,,زرند و کوهبنان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11150,False,2023-11-05T16:46:56.009082
11152,مهدی شریفیان,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11152,False,2023-11-05T16:46:56.009082
11154,علیرضا شهبازی,,نهاوند,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11154,False,2023-11-05T16:46:56.009082
11155,حسینعلی شهریاری,,زاهدان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11155,False,2023-11-05T16:46:56.009082
11153,منصور شکرالهی,,کهنوج، منوجان، رودبارجنوب، قلعه گنج و فاریاب,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11153,False,2023-11-05T16:46:56.009082
11156,زهرا شیخی,,اصفهان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11156,False,2023-11-05T16:46:56.009082
11157,مسلم صالحی,,اقلید,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11157,False,2023-11-05T16:46:56.009082
11158,پروین صالحی مبارکه,,مبارکه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11158,False,2023-11-05T16:46:56.009082
11159,محمدرضا صباغیان بافقی,,مهریز، بافق، ابرکوه، خاتم و بهاباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11159,False,2023-11-05T16:46:56.009082
11160,محمد صفائی دلوئی,,مریوان و سروآباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11160,False,2023-11-05T16:46:56.009082
11161,محمد صفری ملک میان,,رودسر و املش,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11161,False,2023-11-05T16:46:56.009082
11162,مصطفی طاهری,,زنجان و طارم,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11162,False,2023-11-05T16:46:56.009082
