MemId,Name,Family,Region,ImageUrl,IsClarified
11212,عباس گودرزی,,بروجرد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11212,f
11213,سهراب گیلانی,,شوشتر و گتوند,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11213,f
11214,زهره سادات لاجوردی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11214,f
11215,حسن لطفی,,رزن و درگزین,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11215,f
11216,فداحسین مالکی,,زاهدان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11216,f
11217,محمدرضا مبلغی,,کوهدشت و رومشکان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11217,f
11218,روح اله متفکرآزاد,,تبریز، آذرشهر و اسکو,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11218,f
11219,ابراهیم متینیان,,رامهرمز و رامشیر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11219,f
11220,بهروز محبی نجم آبادی,,سبزوار، جغتای، جوین، خوشاب و داورزن,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11220,f
11221,احمد محرم زاده یخفروزان,,اهر و هریس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11221,f
11222,محمدعلی محسنی بندپی,,نوشهر، چالوس و کلاردشت,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11222,f
11223,سیدمجتبی محفوظی,,آبادان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11223,f
11224,فاطمه محمدبیگی,,قزوین، آبیک و البرز,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11224,f
11225,حسین محمدصالحی دارانی,,فریدن، چادگان، فریدونشهر، بوئین و میاندشت,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11225,f
11226,پرویز محمدنژادقاضی محله,,لنگرود,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11226,f
11227,صمداله محمدی,,بافت، رابر و ارزوئیه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11227,f
11228,حسن محمدیاری,,طوالش، رضوانشهر و ماسال,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11228,f
11229,جلال محمودزاده,,مهاباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11229,f
11230,مرتضی محمودوند,,خرم‌آباد و چگنی,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11230,f
11231,سمیه محمودی,,شهرضا و دهاقان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11231,f
11232,جلیل مختار,,آبادان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11232,f
11233,احمد مرادی,,بندرعباس، قشم، ابوموسی،حاجی‌آباد و خمیر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11233,f
11234,کیوان مرادیان کوچکسرائی,,قائم شهر، سوادکوه، جویبار، سیمرغ و سوادکوه شمالی,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11234,f
11235,غلامرضا مرحباء,,آستارا,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11235,f
11236,عبدالرضا مصری,,کرمانشاه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11236,f
11237,اردشیر مطهری,,گرمسار و آرادان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11237,f
11238,محمدطلا مظلومی آبزرگه,,بهبهان و آغاجاری,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11238,f
11239,محمدمهدی مفتح,,تویسرکان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11239,f
11240,عباس مقتدای خوراسگانی,,اصفهان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11240,f
11241,فاطمه مقصودی,,بروجرد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11241,f
11242,علیرضا منادی سفیدان,,تبریز، آذرشهر و اسکو,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11242,f
11243,غلامرضا منتظری,,گرگان و آق‌قلا,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11243,f
11244,سیدمحمد موحد,,کهکیلویه، بهمنی، چرام و لنده,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11244,f
11245,سیدعلی موسوی,,ملکان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11245,f
11247,سیدموسی موسوی,,لامرد و مهر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11247,f
11248,سیدنظام الدین موسوی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11248,f
11246,سیدکاظم موسوی,,اردبیل، نمین، نیر و سرعین,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11246,f
11249,سیدناصر موسوی لارگانی,,فلاورجان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11249,f
11250,سیدمحمد مولوی,,آبادان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11250,f
11251,سیدمحمدرضا میرتاج الدینی,,تبریز، آذرشهر و اسکو,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11251,f
11252,حسین میرزائی,,اصفهان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11252,f
11253,سیدجلیل میرمحمدی میبدی,,تفت و میبد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11253,f
11254,الیاس نادران,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11254,f
11255,احمد نادری,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11255,f
11256,مجید ناصری نژاد,,شادگان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11256,f
11257,سیدمحمود نبویان,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11257,f
11258,روح اله نجابت,,شیراز و زرقان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11258,f
11259,عادل نجف زاده,,خوی و چایپاره,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11259,f
11293,ابراهیم نجفی آستانه‌اشرفیه,,آستانه اشرفیه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11293,f
11260,مصطفی نخعی,,نهبندان و سربیشه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11260,f
11261,مجید نصیرائی,,فردوس، سرایان، طبس و بشرویه,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11261,f
11262,علیرضا نظری,,خمین,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11262,f
11263,سیدغنی نظری خانقاه,,خلخال و کوثر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11263,f
11264,محمدتقی نقدعلی,,خمینی شهر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11264,f
11265,بیژن نوباوه وطن,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11265,f
11266,حسن نوروزی,,رباط کریم و بهارستان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11266,f
11267,رحمت اله نوروزی,,علی آباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11267,f
11268,غلامرضا نوری قزلجه,,بستان آباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11268,f
11269,حسین نوش آبادی,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11269,f
11270,جواد نیک بین,,کاشمر، بردسکن و خلیل‌آباد,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11270,f
11271,علی نیک زادثمرین,,اردبیل، نمین، نیر و سرعین,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11271,f
11275,حسن همتی,,شاهین دژ و تکاب,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11275,f
11272,محمد وحیدی,,بجنورد، مانه، سملقان، جاجرم، گرمه، راز و جرگلان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11272,f
11273,علیرضا ورناصری قندعلی,,مسجدسلیمان، لالی، هفتگل و اندیکا,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11273,f
11274,مهرداد ویس کرمی,,خرم‌آباد و چگنی,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11274,f
11200,سیدحمیدرضا کاظمی,,پلدختر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11200,f
11201,غلامحسین کرمی,,دشتی و تنگستان,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11201,f
11202,علی اکبر کریمی,,اراک، کمیجان و خنداب,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11202,f
11203,علی کریمی فیروزجائی,,بابل,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11203,f
11204,جواد کریمی قدوسی,,مشهد و کلات,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11204,f
11205,محمد کعب عمیر,,شوش,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11205,f
11292,اسماعیل کوثری,,تهران، ری، شمیرانات و اسلامشهر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11292,f
11207,جبار کوچکی نژادارم ساداتی,,رشت,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11207,f
11208,غلامعلی کوهساری,,رامیان و آزادشهر,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11208,f
11276,سیدعلی یزدی خواه,,تهران، شمیرانات، ری، اسلامشهر و پردیس,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11276,f
11277,مجتبی یوسفی,,اهواز، باوی، حمیدیه و کارون,https://majles.iran.liara.run/api/TrVotes/GetMemberImage/11277,f
